PURCHASEORDERID,HISTORY.CREATEDBY.EMPLOYEEID,HISTORY.CREATEDAT,HISTORY.CHANGEDBY.EMPLOYEEID,HISTORY.CHANGEDAT,NOTEID,PARTNER.PARTNERID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,LIFECYCLESTATUS,APPROVALSTATUS,CONFIRMSTATUS,ORDERINGSTATUS,INVOICINGSTATUS
300000761,33,2015-01-30,33,2015-01-30,,100000004,EUR,3040.41,2554.97,485.44,R,R,X,I,I
300000762,33,2015-01-31,33,2015-01-31,,100000005,EUR,18986.39,15954.94,3031.45,C,A,S,I,D
300000763,33,2015-02-01,33,2015-02-01,,100000006,EUR,23408.49,19671,3737.49,C,A,S,I,D
300000764,33,2015-02-02,33,2015-02-02,,100000006,EUR,12515.23,10517,1998.23,N,I,I,I,I
300000765,33,2015-02-03,33,2015-02-03,,100000008,EUR,9971.01,8379,1592.01,P,I,C,I,I
300000766,33,2015-02-04,33,2015-02-04,,100000004,EUR,1829.01,1536.98,292.03,X,R,X,I,I
300000767,33,2015-02-05,33,2015-02-05,,100000005,EUR,5055.11,4247.99,807.12,P,A,S,I,I
300000768,33,2015-02-06,33,2015-02-06,,100000002,EUR,2510.26,2109.47,400.79,P,A,C,I,I
300000769,33,2015-02-07,33,2015-02-07,,100000009,EUR,3974.12,3339.6,634.52,P,A,C,I,I
300000770,33,2015-02-08,33,2015-02-08,,100000000,EUR,10329.2,8680,1649.2,R,R,X,I,I
300000771,33,2015-02-09,33,2015-02-09,,100000002,EUR,2153.64,1809.78,343.86,C,A,S,I,D
300000772,33,2015-02-10,33,2015-02-10,,100000006,EUR,14276.43,11997,2279.43,N,I,I,I,I
300000773,33,2015-02-11,33,2015-02-11,,100000008,EUR,3592.61,3019,573.61,X,R,X,I,I
300000774,33,2015-02-12,33,2015-02-12,,100000005,EUR,14640.47,12302.92,2337.55,P,I,C,I,I
300000775,33,2015-02-13,33,2015-02-13,,100000003,EUR,16748.33,14074.23,2674.1,N,I,I,I,I
300000776,33,2015-02-14,33,2015-02-14,,100000003,EUR,13053.03,10968.94,2084.09,R,R,X,I,I
300000777,33,2015-02-15,33,2015-02-15,,100000003,EUR,8555.55,7189.54,1366.01,N,I,I,I,I
300000778,33,2015-02-16,33,2015-02-16,,100000008,EUR,4977.77,4183,794.77,R,R,X,I,I
300000779,33,2015-02-17,33,2015-02-17,,100000004,EUR,3180.85,2672.98,507.87,N,I,I,I,I
300000780,33,2015-02-18,33,2015-02-18,,100000006,EUR,25366.04,21316,4050.04,C,A,S,I,D
300000781,33,2015-02-19,33,2015-02-19,,100000004,EUR,3470,2915.97,554.03,R,R,X,I,I
300000782,33,2015-02-20,33,2015-02-20,,100000006,EUR,23589.37,19823,3766.37,N,I,I,I,I
300000783,33,2015-02-21,33,2015-02-21,,100000009,EUR,4444.17,3734.6,709.57,R,R,X,I,I
300000784,33,2015-02-22,33,2015-02-22,,100000000,EUR,3453.38,2902,551.38,R,R,X,I,I
300000785,33,2015-02-23,33,2015-02-23,,100000002,EUR,8150.94,6849.53,1301.41,N,I,I,I,I
300000786,33,2015-02-24,33,2015-02-24,,100000003,EUR,4372.85,3674.67,698.18,P,A,S,I,I
300000787,33,2015-02-25,33,2015-02-25,,100000005,EUR,18986.39,15954.94,3031.45,N,I,I,I,I
300000788,33,2015-02-26,33,2015-02-26,,100000006,EUR,23408.49,19671,3737.49,R,R,X,I,I
300000789,33,2015-02-27,33,2015-02-27,,100000006,EUR,12515.23,10517,1998.23,R,R,X,I,I
300000790,33,2015-02-28,33,2015-02-28,,100000008,EUR,9971.01,8379,1592.01,X,R,X,I,I
300000791,33,2015-02-28,33,2015-02-28,,100000004,EUR,1829.01,1536.98,292.03,R,R,X,I,I
300000792,33,2015-03-01,33,2015-03-01,,100000002,EUR,3772.29,3169.99,602.3,R,R,X,I,I
300000793,33,2015-03-02,33,2015-03-02,,100000005,EUR,3729.42,3133.97,595.45,C,A,S,I,D
300000794,33,2015-03-03,33,2015-03-03,,100000009,EUR,4878.64,4099.7,778.94,R,R,X,I,I
300000795,33,2015-03-04,33,2015-03-04,,100000000,EUR,9222.5,7750,1472.5,N,I,I,I,I
300000796,33,2015-03-05,33,2015-03-05,,100000002,EUR,3986.25,3349.79,636.46,N,I,I,I,I
300000797,33,2015-03-06,33,2015-03-06,,100000008,EUR,3334.38,2802,532.38,C,A,S,I,D
300000798,33,2015-03-07,33,2015-03-07,,100000006,EUR,15898.4,13360,2538.4,N,I,I,I,I
300000799,33,2015-03-08,33,2015-03-08,,100000005,EUR,14320.39,12033.94,2286.45,N,I,I,I,I
300000800,33,2015-03-09,33,2015-03-09,,100000026,EUR,19189.94,16126,3063.94,R,R,X,I,I
300000801,33,2015-03-10,33,2015-03-10,,100000025,EUR,327367.81,275099,52268.81,N,I,I,I,I
300000802,33,2015-03-11,33,2015-03-11,,100000022,EUR,21399.77,17983,3416.77,X,R,X,I,I
300000803,33,2015-03-12,33,2015-03-12,,100000024,EUR,72391.27,60833,11558.27,R,R,X,I,I
300000804,33,2015-03-13,33,2015-03-13,,100000024,EUR,125233.22,105238,19995.22,N,I,I,I,I
300000805,33,2015-03-14,33,2015-03-14,,100000021,EUR,11030.11,9269,1761.11,C,A,S,I,D
300000806,33,2015-03-15,33,2015-03-15,,100000023,EUR,35817.81,30099,5718.81,R,R,X,I,I
300000807,33,2015-03-16,33,2015-03-16,,100000019,EUR,5488.28,4612,876.28,P,A,S,I,I
300000808,33,2015-03-17,33,2015-03-17,,100000026,EUR,12195.12,10248,1947.12,N,I,I,I,I
300000809,33,2015-03-18,33,2015-03-18,,100000026,EUR,3505.74,2946,559.74,C,A,S,I,D
300000810,33,2015-03-19,33,2015-03-19,,100000025,EUR,297553.55,250045,47508.55,R,R,X,I,I
300000811,33,2015-03-20,33,2015-03-20,,100000019,EUR,2898.84,2436,462.84,R,R,X,I,I
300000812,33,2015-03-21,33,2015-03-21,,100000022,EUR,27716.29,23291,4425.29,C,A,S,I,D
300000813,33,2015-03-22,33,2015-03-22,,100000024,EUR,143791.27,120833,22958.27,N,I,I,I,I
300000814,33,2015-03-23,33,2015-03-23,,100000024,EUR,107524.83,90357,17167.83,R,R,X,I,I
300000815,33,2015-03-24,33,2015-03-24,,100000021,EUR,14147.91,11889,2258.91,X,R,X,I,I
300000816,33,2015-03-25,33,2015-03-25,,100000019,EUR,1652.91,1389,263.91,N,I,I,I,I
300000817,33,2015-03-26,33,2015-03-26,,100000022,EUR,5911.92,4968,943.92,N,I,I,I,I
300000818,33,2015-03-27,33,2015-03-27,,100000025,EUR,148792.84,125036,23756.84,N,I,I,I,I
300000819,33,2015-03-28,33,2015-03-28,,100000026,EUR,5283.6,4440,843.6,X,R,X,I,I
300000820,33,2015-03-29,33,2015-03-29,,100000026,EUR,13964.65,11735,2229.65,X,R,X,I,I
300000821,33,2015-03-30,33,2015-03-30,,100000025,EUR,119010.71,100009,19001.71,P,A,S,I,I
300000822,33,2015-03-31,33,2015-03-31,,100000024,EUR,53974.83,45357,8617.83,N,I,I,I,I
300000823,33,2015-04-01,33,2015-04-01,,100000021,EUR,7676.69,6451,1225.69,N,I,I,I,I
300000824,33,2015-04-02,33,2015-04-02,,100000022,EUR,22006.67,18493,3513.67,C,A,S,I,D
300000825,33,2015-04-03,33,2015-04-03,,100000023,EUR,66745.91,56089,10656.91,C,A,S,I,D
300000826,33,2015-04-04,33,2015-04-04,,100000023,EUR,66745.91,56089,10656.91,R,R,X,I,I
300000827,33,2015-04-05,33,2015-04-05,,100000023,EUR,42474.67,35693,6781.67,X,R,X,I,I
300000828,33,2015-04-06,33,2015-04-06,,100000021,EUR,10558.87,8873,1685.87,R,R,X,I,I
300000829,33,2015-04-07,33,2015-04-07,,100000019,EUR,3525.97,2963,562.97,R,R,X,I,I
300000830,33,2015-04-08,33,2015-04-08,,100000024,EUR,143791.27,120833,22958.27,R,R,X,I,I
300000831,33,2015-04-09,33,2015-04-09,,100000019,EUR,2801.26,2354,447.26,P,I,C,I,I
300000832,33,2015-04-10,33,2015-04-10,,100000024,EUR,143791.27,120833,22958.27,C,A,S,I,D
300000833,33,2015-04-11,33,2015-04-11,,100000026,EUR,8739.36,7344,1395.36,P,A,S,I,I
300000834,33,2015-04-12,33,2015-04-12,,100000026,EUR,6961.5,5850,1111.5,C,A,S,I,D
300000835,33,2015-04-13,33,2015-04-13,,100000025,EUR,148857.1,125090,23767.1,N,I,I,I,I
300000836,33,2015-04-14,33,2015-04-14,,100000023,EUR,24271.24,20396,3875.24,X,R,X,I,I
300000837,33,2015-04-15,33,2015-04-15,,100000022,EUR,30368.8,25520,4848.8,N,I,I,I,I
300000838,33,2015-04-16,33,2015-04-16,,100000024,EUR,126082.88,105952,20130.88,R,R,X,I,I
300000839,33,2015-04-17,33,2015-04-17,,100000024,EUR,54399.66,45714,8685.66,C,A,S,I,D
300000840,33,2015-04-18,33,2015-04-18,,100000021,EUR,15471.19,13001,2470.19,P,A,S,I,I
300000841,33,2015-04-19,33,2015-04-19,,100000019,EUR,1970.64,1656,314.64,C,A,S,I,D
300000842,33,2015-04-20,33,2015-04-20,,100000025,EUR,29771.42,25018,4753.42,R,R,X,I,I
300000843,33,2015-04-21,33,2015-04-21,,100000022,EUR,12430.74,10446,1984.74,C,A,S,I,D
300000844,33,2015-04-22,33,2015-04-22,,100000026,EUR,12186.79,10241,1945.79,C,A,S,I,D
300000845,33,2015-04-23,33,2015-04-23,,100000026,EUR,13964.65,11735,2229.65,N,I,I,I,I
300000846,33,2015-04-24,33,2015-04-24,,100000025,EUR,119010.71,100009,19001.71,C,A,S,I,D
300000847,33,2015-04-25,33,2015-04-25,,100000021,EUR,4676.7,3930,746.7,R,R,X,I,I
300000848,33,2015-04-26,33,2015-04-26,,100000024,EUR,89816.44,75476,14340.44,N,I,I,I,I
300000849,33,2015-04-27,33,2015-04-27,,100000022,EUR,30166.5,25350,4816.5,R,R,X,I,I
300000850,33,2015-04-28,33,2015-04-28,,100000012,EUR,12209.4,10260,1949.4,X,R,X,I,I
300000851,33,2015-04-29,33,2015-04-29,,100000011,EUR,8491.12,7135.4,1355.72,C,A,S,I,D
300000852,33,2015-04-30,33,2015-04-30,,100000015,EUR,2346.68,1972,374.68,C,A,S,I,D
300000853,33,2015-05-01,33,2015-05-01,,100000013,EUR,5933.58,4986.2,947.38,X,R,X,I,I
300000854,33,2015-05-02,33,2015-05-02,,100000013,EUR,5928.1,4981.6,946.5,P,A,C,I,I
300000855,33,2015-05-03,33,2015-05-03,,100000014,EUR,9080.89,7631,1449.89,R,R,X,I,I
300000856,33,2015-05-04,33,2015-05-04,,100000016,EUR,10253.04,8616,1637.04,C,A,S,I,D
300000857,33,2015-05-05,33,2015-05-05,,100000017,EUR,7275.66,6114,1161.66,X,R,X,I,I
300000858,33,2015-05-06,33,2015-05-06,,100000018,EUR,4551.75,3825,726.75,N,I,I,I,I
300000859,33,2015-05-07,33,2015-05-07,,100000012,EUR,3148.74,2646,502.74,C,A,S,I,D
300000860,33,2015-05-08,33,2015-05-08,,100000011,EUR,4955.51,4164.3,791.21,R,R,X,I,I
300000861,33,2015-05-09,33,2015-05-09,,100000017,EUR,4131.68,3472,659.68,C,A,S,I,D
300000862,33,2015-05-10,33,2015-05-10,,100000015,EUR,3420.06,2874,546.06,R,R,X,I,I
300000863,33,2015-05-11,33,2015-05-11,,100000013,EUR,9608.29,8074.2,1534.09,C,A,S,I,D
300000864,33,2015-05-12,33,2015-05-12,,100000013,EUR,6536.55,5492.9,1043.65,R,R,X,I,I
300000865,33,2015-05-13,33,2015-05-13,,100000014,EUR,10980.13,9227,1753.13,P,A,C,I,I
300000866,33,2015-05-14,33,2015-05-14,,100000017,EUR,3996.02,3358,638.02,N,I,I,I,I
300000867,33,2015-05-15,33,2015-05-15,,100000015,EUR,49.98,42,7.98,C,A,S,I,D
300000868,33,2015-05-16,33,2015-05-16,,100000011,EUR,2343.94,1969.7,374.24,P,A,S,I,I
300000869,33,2015-05-17,33,2015-05-17,,100000018,EUR,2595.39,2181,414.39,N,I,I,I,I
300000870,33,2015-05-18,33,2015-05-18,,100000012,EUR,9107.07,7653,1454.07,N,I,I,I,I
300000871,33,2015-05-19,33,2015-05-19,,100000011,EUR,1514.63,1272.8,241.83,R,R,X,I,I
300000872,33,2015-05-20,33,2015-05-20,,100000013,EUR,4288.64,3603.9,684.74,R,R,X,I,I
300000873,33,2015-05-21,33,2015-05-21,,100000014,EUR,4272.1,3590,682.1,C,A,S,I,D
300000874,33,2015-05-22,33,2015-05-22,,100000015,EUR,2446.64,2056,390.64,C,A,S,I,D
300000875,33,2015-05-23,33,2015-05-23,,100000016,EUR,19189.94,16126,3063.94,N,I,I,I,I
300000876,33,2015-05-24,33,2015-05-24,,100000016,EUR,19189.94,16126,3063.94,R,R,X,I,I
300000877,33,2015-05-25,33,2015-05-25,,100000016,EUR,12211.78,10262,1949.78,N,I,I,I,I
300000878,33,2015-05-26,33,2015-05-26,,100000014,EUR,8752.45,7355,1397.45,X,R,X,I,I
300000879,33,2015-05-27,33,2015-05-27,,100000017,EUR,2291.94,1926,365.94,P,A,C,I,I
300000880,33,2015-05-28,33,2015-05-28,,100000013,EUR,11640.81,9782.2,1858.61,R,R,X,I,I
300000881,33,2015-05-29,33,2015-05-29,,100000017,EUR,5971.42,5018,953.42,C,A,S,I,D
300000882,33,2015-05-30,33,2015-05-30,,100000013,EUR,9401.11,7900.1,1501.01,C,A,S,I,D
300000883,33,2015-05-31,33,2015-05-31,,100000018,EUR,3573.57,3003,570.57,P,I,C,I,I
300000884,33,2015-06-01,33,2015-06-01,,100000012,EUR,3148.74,2646,502.74,X,R,X,I,I
300000885,33,2015-06-02,33,2015-06-02,,100000011,EUR,7783.31,6540.6,1242.71,P,A,C,I,I
300000886,33,2015-06-03,33,2015-06-03,,100000016,EUR,6978.16,5864,1114.16,X,R,X,I,I
300000887,33,2015-06-04,33,2015-06-04,,100000015,EUR,3420.06,2874,546.06,C,A,S,I,D
300000888,33,2015-06-05,33,2015-06-05,,100000013,EUR,9608.29,8074.2,1534.09,X,R,X,I,I
300000889,33,2015-06-06,33,2015-06-06,,100000013,EUR,6536.55,5492.9,1043.65,X,R,X,I,I
300000890,33,2015-06-07,33,2015-06-07,,100000014,EUR,10980.13,9227,1753.13,P,A,S,I,I
300000891,33,2015-06-08,33,2015-06-08,,100000017,EUR,3996.02,3358,638.02,X,R,X,I,I
300000892,33,2015-06-09,33,2015-06-09,,100000011,EUR,1909.83,1604.9,304.93,P,A,C,I,I
300000893,33,2015-06-10,33,2015-06-10,,100000015,EUR,2708.44,2276,432.44,C,A,S,I,D
300000894,33,2015-06-11,33,2015-06-11,,100000018,EUR,2990.47,2513,477.47,P,I,C,I,I
300000895,33,2015-06-12,33,2015-06-12,,100000012,EUR,9399.81,7899,1500.81,R,R,X,I,I
300000896,33,2015-06-13,33,2015-06-13,,100000011,EUR,2191.74,1841.8,349.94,N,I,I,I,I
300000897,33,2015-06-14,33,2015-06-14,,100000014,EUR,6379.59,5361,1018.59,X,R,X,I,I
300000898,33,2015-06-15,33,2015-06-15,,100000013,EUR,4704.66,3953.5,751.16,N,I,I,I,I
300000899,33,2015-06-16,33,2015-06-16,,100000015,EUR,3320.1,2790,530.1,P,A,C,I,I
300000900,33,2015-06-17,33,2015-06-17,,100000028,EUR,11951.17,10043,1908.17,R,R,X,I,I
300000901,33,2015-06-18,33,2015-06-18,,100000030,EUR,19844.44,16676,3168.44,N,I,I,I,I
300000902,33,2015-06-19,33,2015-06-19,,100000031,EUR,6676.5,5610.5,1066,P,I,S,I,I
300000903,33,2015-06-20,33,2015-06-20,,100000032,EUR,4589.84,3857,732.84,C,A,S,I,D
300000904,33,2015-06-21,33,2015-06-21,,100000032,EUR,1335.78,1122.5,213.28,C,A,S,I,D
300000905,33,2015-06-22,33,2015-06-22,,100000033,EUR,1552.36,1304.5,247.86,N,I,I,I,I
300000906,33,2015-06-23,33,2015-06-23,,100000034,EUR,5854.8,4920,934.8,X,R,X,I,I
300000907,33,2015-06-24,33,2015-06-24,,100000035,EUR,1123.71,944.3,179.41,P,A,S,I,I
300000908,33,2015-06-25,33,2015-06-25,,100000027,EUR,7225.68,6072,1153.68,N,I,I,I,I
300000909,33,2015-06-26,33,2015-06-26,,100000028,EUR,4312.56,3624,688.56,C,A,S,I,D
300000910,33,2015-06-27,33,2015-06-27,,100000030,EUR,9174.9,7710,1464.9,P,I,S,I,I
300000911,33,2015-06-28,33,2015-06-28,,100000035,EUR,604.04,507.6,96.44,N,I,I,I,I
300000912,33,2015-06-29,33,2015-06-29,,100000031,EUR,9534.88,8012.5,1522.38,C,A,S,I,D
300000913,33,2015-06-30,33,2015-06-30,,100000032,EUR,4606.5,3871,735.5,R,R,X,I,I
300000914,33,2015-07-01,33,2015-07-01,,100000032,EUR,1984.93,1668,316.93,C,A,S,I,D
300000915,33,2015-07-02,33,2015-07-02,,100000033,EUR,1941.5,1631.5,310,N,I,I,I,I
300000916,33,2015-07-03,33,2015-07-03,,100000035,EUR,404.12,339.6,64.52,P,A,S,I,I
300000917,33,2015-07-04,33,2015-07-04,,100000031,EUR,956.76,804,152.76,C,A,S,I,D
300000918,33,2015-07-05,33,2015-07-05,,100000030,EUR,7247.1,6090,1157.1,C,A,S,I,D
300000919,33,2015-07-06,33,2015-07-06,,100000027,EUR,12880.56,10824,2056.56,C,A,S,I,D
300000920,33,2015-07-07,33,2015-07-07,,100000028,EUR,9761.57,8203,1558.57,P,A,S,I,I
300000921,33,2015-07-08,33,2015-07-08,,100000030,EUR,1896.86,1594,302.86,P,I,S,I,I
300000922,33,2015-07-09,33,2015-07-09,,100000032,EUR,1972.43,1657.5,314.93,R,R,X,I,I
300000923,33,2015-07-10,33,2015-07-10,,100000033,EUR,782.43,657.5,124.93,P,I,C,I,I
300000924,33,2015-07-11,33,2015-07-11,,100000031,EUR,9528.94,8007.5,1521.44,X,R,X,I,I
300000925,33,2015-07-12,33,2015-07-12,,100000034,EUR,12042.8,10120,1922.8,P,I,S,I,I
300000926,33,2015-07-13,33,2015-07-13,,100000034,EUR,12042.8,10120,1922.8,R,R,X,I,I
300000927,33,2015-07-14,33,2015-07-14,,100000034,EUR,7663.6,6440,1223.6,X,R,X,I,I
300000928,33,2015-07-15,33,2015-07-15,,100000033,EUR,790.77,664.5,126.27,P,A,S,I,I
300000929,33,2015-07-16,33,2015-07-16,,100000035,EUR,635.22,533.8,101.42,R,R,X,I,I
300000930,33,2015-07-17,33,2015-07-17,,100000032,EUR,4606.5,3871,735.5,R,R,X,I,I
300000931,33,2015-07-18,33,2015-07-18,,100000035,EUR,484.21,406.9,77.31,P,I,C,I,I
300000932,33,2015-07-19,33,2015-07-19,,100000032,EUR,4606.5,3871,735.5,R,R,X,I,I
300000933,33,2015-07-20,33,2015-07-20,,100000027,EUR,10053.12,8448,1605.12,N,I,I,I,I
300000934,33,2015-07-21,33,2015-07-21,,100000028,EUR,2206.26,1854,352.26,P,I,S,I,I
300000935,33,2015-07-22,33,2015-07-22,,100000030,EUR,17885.7,15030,2855.7,C,A,S,I,D
300000936,33,2015-07-23,33,2015-07-23,,100000034,EUR,4379.2,3680,699.2,C,A,S,I,D
300000937,33,2015-07-24,33,2015-07-24,,100000031,EUR,8587.05,7216,1371.05,R,R,X,I,I
300000938,33,2015-07-25,33,2015-07-25,,100000032,EUR,5255.64,4416.5,839.14,R,R,X,I,I
300000939,33,2015-07-26,33,2015-07-26,,100000032,EUR,3932.37,3304.5,627.87,R,R,X,I,I
300000940,33,2015-07-27,33,2015-07-27,,100000033,EUR,1755.26,1475,280.26,N,I,I,I,I
300000941,33,2015-07-28,33,2015-07-28,,100000035,EUR,350.93,294.9,56.03,X,R,X,I,I
300000942,33,2015-07-29,33,2015-07-29,,100000030,EUR,3577.14,3006,571.14,C,A,S,I,D
300000943,33,2015-07-30,33,2015-07-30,,100000031,EUR,4765.96,4005,760.96,X,R,X,I,I
300000944,33,2015-07-31,33,2015-07-31,,100000027,EUR,5798.87,4873,925.87,X,R,X,I,I
300000945,33,2015-08-01,33,2015-08-01,,100000028,EUR,9761.57,8203,1558.57,R,R,X,I,I
300000946,33,2015-08-02,33,2015-08-02,,100000030,EUR,1896.86,1594,302.86,C,A,S,I,D
300000947,33,2015-08-03,33,2015-08-03,,100000033,EUR,583.7,490.5,93.2,N,I,I,I,I
300000948,33,2015-08-04,33,2015-08-04,,100000032,EUR,2634.07,2213.5,420.57,R,R,X,I,I
300000949,33,2015-08-05,33,2015-08-05,,100000031,EUR,7636.24,6417,1219.24,R,R,X,I,I
300000950,33,2015-08-06,33,2015-08-06,,100000044,EUR,11689.24,9822.89,1866.35,R,R,X,I,I
300000951,33,2015-08-07,33,2015-08-07,,100000036,EUR,4983.37,4187.7,795.67,X,R,X,I,I
300000952,33,2015-08-08,33,2015-08-08,,100000038,EUR,724.71,609,115.71,X,R,X,I,I
300000953,33,2015-08-09,33,2015-08-09,,100000037,EUR,1872.82,1573.8,299.02,C,A,S,I,D
300000954,33,2015-08-10,33,2015-08-10,,100000037,EUR,1240.46,1042.4,198.06,C,A,S,I,D
300000955,33,2015-08-11,33,2015-08-11,,100000042,EUR,12794.88,10752,2042.88,N,I,I,I,I
300000956,33,2015-08-12,33,2015-08-12,,100000044,EUR,1294.71,1087.99,206.72,C,A,S,I,D
300000957,33,2015-08-13,33,2015-08-13,,100000041,EUR,2645.37,2223,422.37,P,I,S,I,I
300000958,33,2015-08-14,33,2015-08-14,,100000043,EUR,16526.72,13888,2638.72,N,I,I,I,I
300000959,33,2015-08-15,33,2015-08-15,,100000044,EUR,4157.82,3493.96,663.86,N,I,I,I,I
300000960,33,2015-08-16,33,2015-08-16,,100000036,EUR,2751.29,2312,439.29,R,R,X,I,I
300000961,33,2015-08-17,33,2015-08-17,,100000041,EUR,1423.24,1196,227.24,R,R,X,I,I
300000962,33,2015-08-18,33,2015-08-18,,100000038,EUR,1006.74,846,160.74,R,R,X,I,I
300000963,33,2015-08-19,33,2015-08-19,,100000037,EUR,2354.54,1978.6,375.94,X,R,X,I,I
300000964,33,2015-08-20,33,2015-08-20,,100000037,EUR,1318.76,1108.2,210.56,R,R,X,I,I
300000965,33,2015-08-21,33,2015-08-21,,100000042,EUR,16148.3,13570,2578.3,R,R,X,I,I
300000966,33,2015-08-22,33,2015-08-22,,100000041,EUR,959.14,806,153.14,X,R,X,I,I
300000967,33,2015-08-23,33,2015-08-23,,100000038,EUR,132.09,111,21.09,C,A,S,I,D
300000968,33,2015-08-24,33,2015-08-24,,100000036,EUR,1909.36,1604.5,304.86,P,I,C,I,I
300000969,33,2015-08-25,33,2015-08-25,,100000043,EUR,12623.52,10608,2015.52,C,A,S,I,D
300000970,33,2015-08-26,33,2015-08-26,,100000044,EUR,9517.53,7997.91,1519.62,P,I,S,I,I
300000971,33,2015-08-27,33,2015-08-27,,100000036,EUR,744.71,625.8,118.91,N,I,I,I,I
300000972,33,2015-08-28,33,2015-08-28,,100000037,EUR,957.47,804.6,152.87,X,R,X,I,I
300000973,33,2015-08-29,33,2015-08-29,,100000042,EUR,7325.64,6156,1169.64,P,A,C,I,I
300000974,33,2015-08-30,33,2015-08-30,,100000038,EUR,949.62,798,151.62,X,R,X,I,I
300000975,33,2015-08-31,33,2015-08-31,,100000044,EUR,11689.25,9822.89,1866.36,P,I,S,I,I
300000976,33,2015-09-01,33,2015-09-01,,100000044,EUR,11689.24,9822.89,1866.35,P,I,C,I,I
300000977,33,2015-09-02,33,2015-09-02,,100000044,EUR,7438.62,6250.93,1187.69,C,A,S,I,D
300000978,33,2015-09-03,33,2015-09-03,,100000042,EUR,8563.24,7196,1367.24,X,R,X,I,I
300000979,33,2015-09-04,33,2015-09-04,,100000041,EUR,1485.12,1248,237.12,P,A,S,I,I
300000980,33,2015-09-05,33,2015-09-05,,100000037,EUR,2354.54,1978.6,375.94,P,A,S,I,I
300000981,33,2015-09-06,33,2015-09-06,,100000041,EUR,1129.31,949,180.31,C,A,S,I,D
300000982,33,2015-09-07,33,2015-09-07,,100000037,EUR,2354.54,1978.6,375.94,N,I,I,I,I
300000983,33,2015-09-08,33,2015-09-08,,100000043,EUR,14575.12,12248,2327.12,X,R,X,I,I
300000984,33,2015-09-09,33,2015-09-09,,100000044,EUR,2218.14,1863.98,354.16,C,A,S,I,D
300000985,33,2015-09-10,33,2015-09-10,,100000036,EUR,4044.22,3398.5,645.72,X,R,X,I,I
300000986,33,2015-09-11,33,2015-09-11,,100000044,EUR,4250.63,3571.96,678.67,R,R,X,I,I
300000987,33,2015-09-12,33,2015-09-12,,100000038,EUR,960.33,807,153.33,R,R,X,I,I
300000988,33,2015-09-13,33,2015-09-13,,100000037,EUR,2432.84,2044.4,388.44,P,A,S,I,I
300000989,33,2015-09-14,33,2015-09-14,,100000037,EUR,1553.67,1305.6,248.07,C,A,S,I,D
300000990,33,2015-09-15,33,2015-09-15,,100000042,EUR,15709.19,13201,2508.19,X,R,X,I,I
300000991,33,2015-09-16,33,2015-09-16,,100000041,EUR,819.91,689,130.91,P,A,S,I,I
300000992,33,2015-09-17,33,2015-09-17,,100000036,EUR,808.84,679.7,129.14,R,R,X,I,I
300000993,33,2015-09-18,33,2015-09-18,,100000038,EUR,489.09,411,78.09,C,A,S,I,D
300000994,33,2015-09-19,33,2015-09-19,,100000043,EUR,15718.71,13209,2509.71,N,I,I,I,I
300000995,33,2015-09-20,33,2015-09-20,,100000044,EUR,9517.53,7997.91,1519.62,X,R,X,I,I
300000996,33,2015-09-21,33,2015-09-21,,100000036,EUR,744.71,625.8,118.91,N,I,I,I,I
300000997,33,2015-09-22,33,2015-09-22,,100000042,EUR,5030.13,4227,803.13,C,A,S,I,D
300000998,33,2015-09-23,33,2015-09-23,,100000037,EUR,1397.06,1174,223.06,N,I,I,I,I
300000999,33,2015-09-24,33,2015-09-24,,100000038,EUR,885.36,744,141.36,N,I,I,I,I
