PURCHASEORDERID,PURCHASEORDERITEM,PRODUCT.PRODUCTID,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
300000756,30,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-10-19
300000757,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-11-05
300000757,20,HT-1102,,USD,246.33,207,39.33,3,EA,2015-09-19
300000757,30,HT-2001,,USD,535.49,449.99,85.5,1,EA,2015-09-21
300000757,40,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-12-12
300000757,50,HT-1102,,USD,164.22,138,26.22,2,EA,2015-06-23
300000757,60,HT-2001,,USD,535.49,449.99,85.5,1,EA,2014-12-09
300000757,70,HT-1007,,USD,1781.43,1497,284.43,3,EA,2015-05-07
300000757,80,HT-1102,,USD,82.11,69,13.11,1,EA,2015-12-02
300000758,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-08-15
300000758,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-03-04
300000758,30,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2015-12-11
300000758,40,HT-1600,,ARS,2142,1800,342,3,EA,2015-06-03
300000758,50,HT-1022,,ARS,243.95,205,38.95,1,EA,2014-12-28
300000758,60,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2014-12-28
300000759,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-07-24
300000759,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-07-15
300000759,30,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-11-04
300000760,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-09-24
300000760,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-04-04
300000760,30,HT-1100,,USD,320.94,269.7,51.24,3,EA,2014-12-07
300000760,40,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-05-05
300000760,50,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-07-05
300000760,60,HT-1100,,USD,106.98,89.9,17.08,1,EA,2014-12-17
300000760,70,HT-2026,,USD,107.06,89.97,17.09,3,EA,2015-04-23
300000761,10,HT-1007,,USD,593.81,499,94.81,1,EA,2015-09-15
300000761,20,HT-1102,,USD,246.33,207,39.33,3,EA,2014-12-13
300000761,30,HT-2001,,USD,1606.46,1349.97,256.49,3,EA,2015-04-11
300000761,40,HT-1007,,USD,593.81,499,94.81,1,EA,2015-10-04
300000762,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2014-12-22
300000762,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-07-08
300000762,30,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-06-01
300000762,40,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-09-03
300000762,50,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-06-17
300000762,60,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-01-07
300000762,70,HT-1103,,EUR,91.63,77,14.63,1,EA,2015-10-17
300000762,80,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-01-03
300000762,90,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-10-24
300000763,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-03-20
300000763,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-08-21
300000763,30,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-04-05
300000763,40,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-03-25
300000763,50,HT-1603,,JPY,6069,5100,969,3,EA,2015-04-03
300000763,60,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-05-23
300000763,70,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-01-14
300000764,10,HT-1603,,JPY,2023,1700,323,1,EA,2014-12-20
300000764,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-01-02
300000764,30,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-07-15
300000764,40,HT-1603,,JPY,2023,1700,323,1,EA,2015-12-08
300000764,50,HT-1011,,JPY,2735.81,2299,436.81,1,EA,2015-04-14
300000764,60,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-12-19
300000765,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-03-09
300000765,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-05-30
300000765,30,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-01-09
300000765,40,HT-1601,,MXN,3213,2700,513,3,EA,2015-07-13
300000765,50,HT-1021,,MXN,354.62,298,56.62,2,EA,2014-12-27
300000765,60,HT-1106,,MXN,40.46,34,6.46,1,EA,2014-12-08
300000765,70,HT-1601,,MXN,2142,1800,342,2,EA,2015-12-31
300000765,80,HT-1021,,MXN,531.93,447,84.93,3,EA,2015-08-20
300000765,90,HT-1106,,MXN,80.92,68,12.92,2,EA,2015-07-12
300000766,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-12-01
300000766,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-08-17
300000766,30,HT-1102,,USD,164.22,138,26.22,2,EA,2015-11-23
300000767,10,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2015-09-02
300000767,20,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-10-26
300000768,10,HT-1100,,USD,320.94,269.7,51.24,3,EA,2015-08-21
300000768,20,HT-2026,,USD,107.06,89.97,17.09,3,EA,2014-12-29
300000768,30,HT-1002,,USD,1868.3,1570,298.3,1,EA,2015-09-20
300000768,40,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-06-09
300000769,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-03-15
300000769,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-09-13
300000769,30,HT-1107,,ARS,106.74,89.7,17.04,3,EA,2015-01-01
300000769,40,HT-1600,,ARS,714,600,114,1,EA,2015-12-11
300000769,50,HT-1022,,ARS,731.85,615,116.85,3,EA,2015-11-30
300000769,60,HT-1107,,ARS,35.58,29.9,5.68,1,EA,2015-01-11
300000770,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-05-22
300000770,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-10-15
300000770,30,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-04-15
300000770,40,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-01-25
300000770,50,HT-1000,,EUR,1137.64,956,181.64,1,EA,2015-06-01
300000770,60,HT-1091,,EUR,30.94,26,4.94,1,EA,2014-12-29
300000770,70,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-10-07
300000770,80,HT-1000,,EUR,3412.92,2868,544.92,3,EA,2015-07-05
300000770,90,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-03-23
300000771,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-06-01
300000771,20,HT-1002,,USD,1868.3,1570,298.3,1,EA,2015-11-28
300000771,30,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-07-20
300000772,10,HT-1603,,JPY,6069,5100,969,3,EA,2015-12-01
300000772,20,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-02-23
300000773,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-07-31
300000773,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-07-31
300000773,30,HT-1021,,MXN,177.31,149,28.31,1,EA,2015-09-24
300000773,40,HT-1106,,MXN,80.92,68,12.92,2,EA,2015-03-05
300000774,10,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-05-19
300000774,20,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-01-26
300000774,30,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-09-14
300000774,40,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-02-07
300000774,50,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-06-20
300000774,60,HT-1103,,EUR,91.63,77,14.63,1,EA,2015-07-05
300000774,70,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-06-06
300000775,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-12-26
300000775,20,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-09-26
300000775,30,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-11-18
300000775,40,HT-1003,,EUR,3927,3300,627,2,EA,2015-06-15
300000775,50,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-05-25
300000775,60,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-02-20
300000775,70,HT-1003,,EUR,3927,3300,627,2,EA,2015-03-18
300000775,80,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-03-24
300000775,90,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-02-25
300000775,100,HT-1003,,EUR,5890.5,4950,940.5,3,EA,2015-08-26
300000776,10,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-08-03
300000776,20,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2015-09-05
300000776,30,HT-1003,,EUR,3927,3300,627,2,EA,2015-05-24
300000776,40,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-10-01
300000776,50,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-06-06
300000776,60,HT-1003,,EUR,3927,3300,627,2,EA,2015-04-11
300000776,70,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-04-01
300000776,80,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-10-29
300000776,90,HT-1003,,EUR,3927,3300,627,2,EA,2015-04-19
300000776,100,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2014-12-24
300000777,10,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-06-15
300000777,20,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-02-25
300000777,30,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2014-12-30
300000777,40,HT-2025,,EUR,107.08,89.98,17.1,2,EA,2015-02-13
300000777,50,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-12-29
300000777,60,HT-1101,,EUR,190.16,159.8,30.36,2,EA,2015-04-19
300000777,70,HT-2025,,EUR,53.54,44.99,8.55,1,EA,2015-01-29
300000777,80,HT-1003,,EUR,3927,3300,627,2,EA,2015-11-05
300000778,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-08-17
300000778,20,HT-1601,,MXN,3213,2700,513,3,EA,2014-12-11
300000778,30,HT-1021,,MXN,531.93,447,84.93,3,EA,2015-06-22
300000778,40,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-11-27
300000778,50,HT-1601,,MXN,1071,900,171,1,EA,2015-04-18
300000779,10,HT-1007,,USD,1187.62,998,189.62,2,EA,2015-07-20
300000779,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-10-05
300000779,30,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-01-13
300000779,40,HT-1007,,USD,593.81,499,94.81,1,EA,2015-01-12
300000779,50,HT-1102,,USD,246.33,207,39.33,3,EA,2015-06-24
300000780,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-12-01
300000780,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-05-09
300000780,30,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-05-31
300000780,40,HT-1603,,JPY,6069,5100,969,3,EA,2015-02-04
300000780,50,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-10-11
300000780,60,HT-1104,,JPY,130.9,110,20.9,2,EA,2014-12-09
300000780,70,HT-1603,,JPY,6069,5100,969,3,EA,2015-11-10
300000781,10,HT-1007,,USD,1781.43,1497,284.43,3,EA,2015-07-16
300000781,20,HT-1102,,USD,82.11,69,13.11,1,EA,2015-11-29
300000781,30,HT-2001,,USD,1606.46,1349.97,256.49,3,EA,2015-12-12
300000782,10,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-11-18
300000782,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2014-12-10
300000782,30,HT-1603,,JPY,2023,1700,323,1,EA,2015-06-10
300000782,40,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-11-09
300000782,50,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-03-08
300000782,60,HT-1603,,JPY,2023,1700,323,1,EA,2015-03-09
300000782,70,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-04-30
300000782,80,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-11-13
300000783,10,HT-1600,,ARS,1428,1200,228,2,EA,2015-11-03
300000783,20,HT-1022,,ARS,487.9,410,77.9,2,EA,2015-04-04
300000783,30,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2015-11-11
300000783,40,HT-1600,,ARS,2142,1800,342,3,EA,2015-02-24
300000783,50,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-04-15
300000783,60,HT-1107,,ARS,71.16,59.8,11.36,2,EA,2015-05-04
300000784,10,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-10-15
300000784,20,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-08-06
300000784,30,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-09-11
300000785,10,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-06-06
300000785,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-09-23
300000785,30,HT-1100,,USD,320.94,269.7,51.24,3,EA,2015-02-16
300000785,40,HT-2026,,USD,71.38,59.98,11.4,2,EA,2015-08-06
300000785,50,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-01-12
300000785,60,HT-1100,,USD,106.98,89.9,17.08,1,EA,2015-02-12
300000785,70,HT-2026,,USD,107.06,89.97,17.09,3,EA,2014-12-17
300000786,10,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-07-14
300000786,20,HT-1101,,EUR,285.24,239.7,45.54,3,EA,2015-07-04
300000786,30,HT-2025,,EUR,160.61,134.97,25.64,3,EA,2015-06-12
300000786,40,HT-1003,,EUR,1963.5,1650,313.5,1,EA,2015-01-12
300000787,10,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-03-28
300000787,20,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-09-27
300000787,30,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-09-19
300000787,40,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-06-29
300000787,50,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-03-24
300000787,60,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-01-01
300000787,70,HT-1103,,EUR,91.63,77,14.63,1,EA,2015-03-22
300000787,80,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-03-23
300000787,90,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-07-05
300000788,10,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-12-06
300000788,20,HT-1603,,JPY,6069,5100,969,3,EA,2015-06-23
300000788,30,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-05-20
300000788,40,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-03-27
300000788,50,HT-1603,,JPY,6069,5100,969,3,EA,2015-11-22
300000788,60,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-12-02
300000788,70,HT-1104,,JPY,130.9,110,20.9,2,EA,2015-05-21
300000789,10,HT-1603,,JPY,2023,1700,323,1,EA,2015-11-06
300000789,20,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-12-08
300000789,30,HT-1104,,JPY,65.45,55,10.45,1,EA,2015-05-14
300000789,40,HT-1603,,JPY,2023,1700,323,1,EA,2015-12-07
300000789,50,HT-1011,,JPY,2735.81,2299,436.81,1,EA,2015-01-09
300000789,60,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-02-14
300000790,10,HT-1601,,MXN,3213,2700,513,3,EA,2015-01-17
300000790,20,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-01-19
300000790,30,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-10-14
300000790,40,HT-1601,,MXN,3213,2700,513,3,EA,2015-02-11
300000790,50,HT-1021,,MXN,354.62,298,56.62,2,EA,2015-07-02
300000790,60,HT-1106,,MXN,40.46,34,6.46,1,EA,2015-01-20
300000790,70,HT-1601,,MXN,2142,1800,342,2,EA,2015-01-23
300000790,80,HT-1021,,MXN,531.93,447,84.93,3,EA,2015-11-27
300000790,90,HT-1106,,MXN,80.92,68,12.92,2,EA,2015-11-08
300000791,10,HT-2001,,USD,1070.98,899.98,171,2,EA,2015-07-11
300000791,20,HT-1007,,USD,593.81,499,94.81,1,EA,2015-12-31
300000791,30,HT-1102,,USD,164.22,138,26.22,2,EA,2015-12-31
300000792,10,HT-2026,,USD,35.69,29.99,5.7,1,EA,2015-04-18
300000792,20,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-04-25
300000793,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-12-07
300000793,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-09-06
300000793,30,HT-1010,,EUR,2378.81,1999,379.81,1,EA,2015-03-20
300000793,40,HT-1103,,EUR,183.26,154,29.26,2,EA,2015-05-16
300000794,10,HT-1600,,ARS,2142,1800,342,3,EA,2015-04-05
300000794,20,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-12-21
300000794,30,HT-1107,,ARS,106.74,89.7,17.04,3,EA,2015-04-14
300000794,40,HT-1600,,ARS,2142,1800,342,3,EA,2015-10-25
300000794,50,HT-1022,,ARS,243.95,205,38.95,1,EA,2015-06-27
300000795,10,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-10-26
300000795,20,HT-6100,,EUR,1116.22,938,178.22,2,EA,2015-10-17
300000795,30,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2015-05-19
300000795,40,HT-1091,,EUR,61.88,52,9.88,2,EA,2015-05-29
300000795,50,HT-6100,,EUR,558.11,469,89.11,1,EA,2015-03-30
300000795,60,HT-1000,,EUR,1137.64,956,181.64,1,EA,2015-08-26
300000795,70,HT-1091,,EUR,61.88,52,9.88,2,EA,2014-12-31
300000795,80,HT-6100,,EUR,1674.33,1407,267.33,3,EA,2015-01-05
300000795,90,HT-1000,,EUR,2275.28,1912,363.28,2,EA,2014-12-05
300000796,10,HT-1100,,USD,213.96,179.8,34.16,2,EA,2015-11-13
300000796,20,HT-2026,,USD,35.69,29.99,5.7,1,EA,2015-05-13
300000796,30,HT-1002,,USD,3736.6,3140,596.6,2,EA,2015-11-18
300000797,10,HT-1106,,MXN,121.38,102,19.38,3,EA,2015-11-24
300000797,20,HT-1601,,MXN,3213,2700,513,3,EA,2015-08-30
300000798,10,HT-1011,,JPY,8207.43,6897,1310.43,3,EA,2015-02-08
300000798,20,HT-1104,,JPY,196.35,165,31.35,3,EA,2015-11-27
300000798,30,HT-1603,,JPY,2023,1700,323,1,EA,2015-07-17
300000798,40,HT-1011,,JPY,5471.62,4598,873.62,2,EA,2015-09-25
300000799,10,HT-1103,,EUR,274.89,231,43.89,3,EA,2014-12-07
300000799,20,HT-2000,,EUR,892.46,749.97,142.49,3,EA,2015-10-03
300000799,30,HT-1010,,EUR,7136.43,5997,1139.43,3,EA,2015-04-30
300000799,40,HT-1103,,EUR,274.89,231,43.89,3,EA,2015-09-19
300000799,50,HT-2000,,EUR,297.49,249.99,47.5,1,EA,2015-10-31
300000799,60,HT-1010,,EUR,4757.62,3998,759.62,2,EA,2015-04-18
300000799,70,HT-1103,,EUR,91.63,77,14.63,1,EA,2015-01-06
300000799,80,HT-2000,,EUR,594.98,499.98,95,2,EA,2015-02-26
300000800,10,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-12-09
300000800,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-11-20
300000800,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-08-08
300000800,40,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-07-31
300000800,50,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-06-09
300000800,60,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-01-27
300000800,70,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-11-30
300000800,80,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-08-21
300000800,90,HT-1061,,EUR,24.99,21,3.99,3,EA,2015-04-07
300000800,100,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-06-09
300000801,10,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-01-11
300000801,20,HT-1502,,EUR,29750,25000,4750,1,EA,2015-03-12
300000801,30,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-10-07
300000801,40,HT-1502,,EUR,59500,50000,9500,2,EA,2015-11-30
300000801,50,HT-1060,,EUR,21.42,18,3.42,2,EA,2014-12-21
300000801,60,HT-1502,,EUR,59500,50000,9500,2,EA,2015-09-20
300000801,70,HT-1060,,EUR,32.13,27,5.13,3,EA,2015-07-25
300000801,80,HT-1502,,EUR,89250,75000,14250,3,EA,2015-07-26
300000801,90,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-05-28
300000801,100,HT-1502,,EUR,89250,75000,14250,3,EA,2015-06-25
300000802,10,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-04-20
300000802,20,HT-1210,,EUR,2854.81,2399,455.81,1,EA,2015-06-23
300000802,30,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-11-04
300000802,40,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-10-29
300000802,50,HT-1052,,EUR,202.3,170,32.3,1,EA,2014-12-30
300000802,60,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-05-14
300000802,70,HT-1052,,EUR,202.3,170,32.3,1,EA,2014-12-12
300000802,80,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-11-02
300000803,10,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-07-21
300000803,20,HT-1501,,JPY,53550,45000,8550,3,EA,2015-10-22
300000803,30,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-04-05
300000803,40,HT-1501,,JPY,17850,15000,2850,1,EA,2015-04-06
300000803,50,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-10-30
300000804,10,HT-1501,,JPY,35700,30000,5700,2,EA,2015-10-18
300000804,20,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-10-02
300000804,30,HT-1501,,JPY,35700,30000,5700,2,EA,2015-07-26
300000804,40,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-10-19
300000804,50,HT-1501,,JPY,53550,45000,8550,3,EA,2015-08-11
300000805,10,HT-1051,,USD,117.81,99,18.81,1,EA,2014-12-18
300000805,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-05-09
300000805,30,HT-1051,,USD,235.62,198,37.62,2,EA,2014-12-22
300000805,40,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-10-04
300000805,50,HT-1051,,USD,235.62,198,37.62,2,EA,2015-09-26
300000805,60,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-02-27
300000805,70,HT-1051,,USD,353.43,297,56.43,3,EA,2015-03-19
300000806,10,HT-1500,,EUR,17850,15000,2850,3,EA,2015-10-13
300000806,20,HT-1055,,EUR,117.81,99,18.81,1,EA,2015-06-11
300000806,30,HT-1500,,EUR,17850,15000,2850,3,EA,2014-12-05
300000807,10,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-12-10
300000807,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2015-08-27
300000807,30,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-12-15
300000807,40,HT-1120,,EUR,618.8,520,98.8,2,EA,2015-08-09
300000807,50,HT-1042,,EUR,830.62,698,132.62,2,EA,2015-01-31
300000807,60,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-08-18
300000807,70,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-07-05
300000807,80,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-01-09
300000808,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-02-08
300000808,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-07-17
300000808,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-10-01
300000808,40,HT-6130,,EUR,5208.63,4377,831.63,3,EA,2015-10-05
300000808,50,HT-1061,,EUR,8.33,7,1.33,1,EA,2015-05-06
300000808,60,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-05-08
300000809,10,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-01-12
300000809,20,HT-6130,,EUR,3472.42,2918,554.42,2,EA,2015-08-11
300000809,30,HT-1061,,EUR,16.66,14,2.66,2,EA,2015-11-04
300000810,10,HT-1502,,EUR,59500,50000,9500,2,EA,2015-03-09
300000810,20,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-02-12
300000810,30,HT-1502,,EUR,89250,75000,14250,3,EA,2015-09-17
300000810,40,HT-1060,,EUR,21.42,18,3.42,2,EA,2015-07-22
300000810,50,HT-1502,,EUR,59500,50000,9500,2,EA,2015-07-20
300000810,60,HT-1060,,EUR,10.71,9,1.71,1,EA,2015-01-07
300000810,70,HT-1502,,EUR,89250,75000,14250,3,EA,2015-05-28
300000811,10,HT-1042,,EUR,415.31,349,66.31,1,EA,2015-11-01
300000811,20,HT-1120,,EUR,928.2,780,148.2,3,EA,2015-05-01
300000811,30,HT-1042,,EUR,1245.93,1047,198.93,3,EA,2015-03-18
300000811,40,HT-1120,,EUR,309.4,260,49.4,1,EA,2015-07-10
300000812,10,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-09-15
300000812,20,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-09-25
300000812,30,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-11-20
300000812,40,HT-1210,,EUR,8564.43,7197,1367.43,3,EA,2015-01-25
300000812,50,HT-1052,,EUR,404.6,340,64.6,2,EA,2015-08-13
300000812,60,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-11-26
300000812,70,HT-1052,,EUR,202.3,170,32.3,1,EA,2014-12-13
300000812,80,HT-1210,,EUR,5709.62,4798,911.62,2,EA,2015-11-26
300000812,90,HT-1052,,EUR,606.9,510,96.9,3,EA,2015-03-31
300000813,10,HT-1501,,JPY,17850,15000,2850,1,EA,2015-11-18
300000813,20,HT-1056,,JPY,424.83,357,67.83,3,EA,2015-03-21
300000813,30,HT-1501,,JPY,35700,30000,5700,2,EA,2015-10-12
300000813,40,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-09-29
300000813,50,HT-1501,,JPY,53550,45000,8550,3,EA,2015-07-18
300000813,60,HT-1056,,JPY,283.22,238,45.22,2,EA,2015-08-14
300000813,70,HT-1501,,JPY,35700,30000,5700,2,EA,2015-01-20
300000814,10,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-01-27
300000814,20,HT-1501,,JPY,35700,30000,5700,2,EA,2015-02-18
300000814,30,HT-1056,,JPY,141.61,119,22.61,1,EA,2015-05-07
300000814,40,HT-1501,,JPY,17850,15000,2850,1,EA,2015-04-25
300000814,50,HT-1056,,JPY,141.61,119,22.61,1,EA,2014-12-14
300000814,60,HT-1501,,JPY,53550,45000,8550,3,EA,2015-06-15
300000815,10,HT-1051,,USD,353.43,297,56.43,3,EA,2015-07-18
300000815,20,HT-1138,,USD,2882.18,2422,460.18,2,EA,2015-05-09
300000815,30,HT-1051,,USD,117.81,99,18.81,1,EA,2015-01-14
300000815,40,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-07-21
300000815,50,HT-1051,,USD,235.62,198,37.62,2,EA,2015-09-20
300000815,60,HT-1138,,USD,1441.09,1211,230.09,1,EA,2015-07-05
300000815,70,HT-1051,,USD,235.62,198,37.62,2,EA,2015-03-06
300000815,80,HT-1138,,USD,4323.27,3633,690.27,3,EA,2015-02-18
